10,15,20,40,70,80,100,200,500
0.990449,0.971925,0.958806,0.984963,0.979909,0.976638,0.980858,0.980468,0.981185
3.73676,3.71637,3.70233,3.72705,3.7214,3.71803,3.72211,3.72145,3.722
