80,84,88,92,96,100,104,108,112,116,120
19.6781,17.1406,14.8429,12.7841,10.9665,9.34837,7.95502,6.72944,5.67934,4.77912,4.0045
21.3257,18.4462,15.8789,13.6074,11.6169,9.86738,8.36356,7.05499,5.93631,4.98263,4.16667
