10,20,40,80,100,200,500
3.76994,3.72614,3.72615,3.72688,3.72163,3.72428,3.72297
3.75763,3.70258,3.73276,3.71787,3.72394,3.72224,3.72191
3.75416,3.7008,3.73197,3.71745,3.72364,3.72209,3.72185
3.76389,3.72307,3.72474,3.72614,3.72103,3.72398,3.72285
