0.2704,0.4131,0.5452,0.6602,0.7453,0.8096
0.709,0.8267,0.9033,0.9506,0.9707,0.9849
0.8828,0.9499,0.9784,0.993,0.9959,0.9987
0.9525,0.986,0.9961,0.9994,0.9997,1
0.9798,0.9956,0.9989,0.9999,0.9999,1
0.9917,0.9985,0.9997,1,1,1
0.9972,0.9998,0.9999,1,1,1
0.9991,0.9999,0.9999,1,1,1
0.9998,1,1,1,1,1
