0.9746,0.9944,0.9985,0.9999,0.9999,1
0.9763,0.995,0.9987,0.9999,0.9999,1
0.9778,0.9953,0.9987,0.9999,0.9999,1
0.9798,0.9956,0.9989,0.9999,0.9999,1
0.9813,0.9958,0.9989,0.9999,1,1
0.9831,0.9962,0.9989,0.9999,1,1
0.9845,0.9965,0.999,0.9999,1,1
0.9857,0.9967,0.9991,0.9999,1,1
