0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.44,0.48
9.08619,12.2972,15.5974,18.9798,22.4437,25.9882,29.6127,33.3169,37.1024,40.9704
8.88134,11.4895,14.0457,16.5455,18.9892,21.3762,23.7069,25.9816,28.2024,30.3687
